student_number,name,gender,age,department_code,semester,academic_year,attendance_percentage,previous_cgpa,mid_1,mid_2,internal_marks,backlogs,semester_cgpa,grade,risk_level,academic_average,attendance_risk_score,attendance_risk_category,internal_average,mid_term_average,backlog_severity_score,backlog_severity_category,previous_cgpa_trend,academic_stability
2023ai064,Vikram Iyer,MALE,18,AI,1,2020-2021,82.17,9.55,86.68,75.75,83.0,0,9.42,O,LOW,81.81,0.0,NORMAL,0.83,81.22,0.0,NONE,0.0,0.0
2023ai064,Vikram Iyer,MALE,18,AI,2,2020-2021,87.17,9.42,67.39,80.86,87.31,0,9.22,O,LOW,78.52,0.0,NORMAL,0.8731,74.12,0.0,NONE,-0.13,0.0
2023ai064,Vikram Iyer,MALE,19,AI,3,2021-2022,86.7,9.32,85.94,80.17,81.28,0,9.41,O,LOW,82.46,0.0,NORMAL,0.8128,83.06,0.0,NONE,-0.1,0.1153
2023ai064,Vikram Iyer,MALE,19,AI,4,2021-2022,86.37,9.35,84.86,86.15,87.24,0,9.08,O,LOW,86.08,0.0,NORMAL,0.8724,85.5,0.0,NONE,0.03,0.1023
2023ds065,Vikram Nair,MALE,20,DS,1,2020-2021,66.98,5.11,42.23,46.19,43.58,2,4.45,C,HIGH,44.0,0.1069,AT_RISK,0.4358,44.21,0.4,MODERATE,0.0,0.0
2023ds065,Vikram Nair,MALE,20,DS,2,2020-2021,62.83,4.45,46.12,43.68,50.93,3,3.8,C,HIGH,46.91,0.1623,CRITICAL,0.5093,44.9,0.6,SEVERE,-0.66,0.0
2023ds065,Vikram Nair,MALE,21,DS,3,2021-2022,55.78,4.12,50.71,37.7,42.03,3,3.34,C,HIGH,43.48,0.2563,CRITICAL,0.4203,44.2,0.6,SEVERE,-0.33,0.5041
2023ds065,Vikram Nair,MALE,21,DS,4,2021-2022,66.92,3.86,29.6,61.24,50.58,3,3.51,C,HIGH,47.14,0.1077,AT_RISK,0.5058,45.42,0.6,SEVERE,-0.26,0.5403
2023ds065,Vikram Nair,MALE,22,DS,5,2022-2023,59.76,3.77,43.41,44.82,48.53,1,3.96,C,HIGH,45.59,0.2032,CRITICAL,0.4853,44.11,0.2,MODERATE,-0.09,0.5427
2023ds065,Vikram Nair,MALE,22,DS,6,2022-2023,58.9,3.81,39.79,40.07,44.33,1,3.93,C,HIGH,41.4,0.2147,CRITICAL,0.4433,39.93,0.2,MODERATE,0.04,0.5193
2023ds065,Vikram Nair,MALE,23,DS,7,2023-2024,59.47,3.83,22.61,44.19,46.27,2,3.34,C,HIGH,37.69,0.2071,CRITICAL,0.4627,33.4,0.4,MODERATE,0.02,0.4929
2023ds066,Ananya Gupta,FEMALE,18,DS,1,2020-2021,86.82,9.16,90.66,89.6,80.23,0,9.02,O,LOW,86.83,0.0,NORMAL,0.8023,90.13,0.0,NONE,0.0,0.0
2023ds066,Ananya Gupta,FEMALE,18,DS,2,2020-2021,84.12,9.02,75.45,79.97,88.41,0,8.88,A+,LOW,81.28,0.0,NORMAL,0.8841,77.71,0.0,NONE,-0.14,0.0
2023ds066,Ananya Gupta,FEMALE,19,DS,3,2021-2022,89.69,8.95,87.9,86.65,80.89,0,8.85,A+,LOW,85.15,0.0,NORMAL,0.8089,87.28,0.0,NONE,-0.07,0.1069
2023ds066,Ananya Gupta,FEMALE,19,DS,4,2021-2022,90.48,8.92,87.89,90.5,87.64,0,8.97,A+,LOW,88.68,0.0,NORMAL,0.8764,89.2,0.0,NONE,-0.03,0.1069
2023it067,Rahul Sharma,MALE,18,IT,1,2020-2021,84.15,6.88,73.2,68.07,72.8,0,6.84,B,MEDIUM,71.36,0.0,NORMAL,0.728,70.63,0.0,NONE,0.0,0.0
2023it067,Rahul Sharma,MALE,18,IT,2,2020-2021,76.65,6.84,72.24,68.35,72.07,1,6.32,B,MEDIUM,70.89,0.0,NORMAL,0.7207,70.29,0.2,MODERATE,-0.04,0.0
2023it067,Rahul Sharma,MALE,19,IT,3,2021-2022,79.7,6.58,72.85,67.94,76.91,0,7.06,A,LOW,72.57,0.0,NORMAL,0.7691,70.4,0.0,NONE,-0.26,0.1629
2023it067,Rahul Sharma,MALE,19,IT,4,2021-2022,71.9,6.74,68.01,67.98,68.91,0,6.94,B,MEDIUM,68.3,0.0413,AT_RISK,0.6891,68.0,0.0,NONE,0.16,0.1337
2023it067,Rahul Sharma,MALE,20,IT,5,2022-2023,77.04,6.79,70.75,60.31,76.79,1,6.38,B,MEDIUM,69.28,0.0,NORMAL,0.7679,65.53,0.2,MODERATE,0.05,0.1165
2023it067,Rahul Sharma,MALE,20,IT,6,2022-2023,77.55,6.71,73.74,80.24,67.07,0,6.34,B,MEDIUM,73.68,0.0,NORMAL,0.6707,76.99,0.0,NONE,-0.08,0.1067
2023it067,Rahul Sharma,MALE,21,IT,7,2023-2024,77.53,6.65,82.63,79.26,74.66,0,7.03,A,LOW,78.85,0.0,NORMAL,0.7466,80.94,0.0,NONE,-0.06,0.1054
2023ece068,Rahul Iyer,MALE,19,ECE,1,2020-2021,85.3,8.06,64.96,73.66,73.28,0,7.88,A,LOW,70.63,0.0,NORMAL,0.7328,69.31,0.0,NONE,0.0,0.0
2023ece068,Rahul Iyer,MALE,19,ECE,2,2020-2021,93.2,7.88,73.2,67.79,70.62,0,7.2,A,LOW,70.54,0.0,NORMAL,0.7062,70.5,0.0,NONE,-0.18,0.0
2023ece068,Rahul Iyer,MALE,20,ECE,3,2021-2022,79.48,7.54,68.44,67.75,71.51,0,7.14,A,LOW,69.23,0.0,NORMAL,0.7151,68.1,0.0,NONE,-0.34,0.2641
2023ece068,Rahul Iyer,MALE,20,ECE,4,2021-2022,86.84,7.41,70.94,70.88,69.11,0,7.28,A,LOW,70.31,0.0,NORMAL,0.6911,70.91,0.0,NONE,-0.13,0.2998
2023ds069,Sanya Patel,FEMALE,20,DS,1,2020-2021,62.85,6.04,40.59,41.84,44.52,0,5.06,C,HIGH,42.32,0.162,CRITICAL,0.4452,41.22,0.0,NONE,0.0,0.0
2023ds069,Sanya Patel,FEMALE,20,DS,2,2020-2021,55.77,5.06,42.68,50.79,47.36,1,4.7,C,HIGH,46.94,0.2564,CRITICAL,0.4736,46.74,0.2,MODERATE,-0.98,0.0
2023ds069,Sanya Patel,FEMALE,21,DS,3,2021-2022,61.95,4.88,44.47,47.63,45.53,1,4.56,C,HIGH,45.88,0.174,CRITICAL,0.4553,46.05,0.2,MODERATE,-0.18,0.6243
2023ds069,Sanya Patel,FEMALE,21,DS,4,2021-2022,55.71,4.77,30.41,44.23,53.16,1,4.54,C,HIGH,42.6,0.2572,CRITICAL,0.5316,37.32,0.2,MODERATE,-0.11,0.5808
2023ds069,Sanya Patel,FEMALE,22,DS,5,2022-2023,61.4,4.71,52.21,45.32,47.03,2,4.13,C,HIGH,48.19,0.1813,CRITICAL,0.4703,48.76,0.4,MODERATE,-0.06,0.5464
2023ds069,Sanya Patel,FEMALE,22,DS,6,2022-2023,55.78,4.6,48.23,51.76,45.35,0,4.6,C,HIGH,48.45,0.2563,CRITICAL,0.4535,50.0,0.0,NONE,-0.11,0.5284
2023ds069,Sanya Patel,FEMALE,23,DS,7,2023-2024,56.54,4.6,47.89,35.62,34.56,2,3.71,C,HIGH,39.36,0.2461,CRITICAL,0.3456,41.76,0.4,MODERATE,0.0,0.5066
2023ai070,Varun Deshmukh,MALE,20,AI,1,2020-2021,60.77,6.37,53.24,55.4,54.39,2,5.79,C,HIGH,54.34,0.1897,CRITICAL,0.5439,54.32,0.4,MODERATE,0.0,0.0
2023ai070,Varun Deshmukh,MALE,20,AI,2,2020-2021,66.22,5.79,57.72,59.65,50.96,0,5.91,C,HIGH,56.11,0.1171,AT_RISK,0.5096,58.68,0.0,NONE,-0.58,0.0
2023ai070,Varun Deshmukh,MALE,21,AI,3,2021-2022,63.86,5.85,59.57,49.11,48.89,2,5.26,C,HIGH,52.52,0.1485,CRITICAL,0.4889,54.34,0.4,MODERATE,0.06,0.319
2023ai070,Varun Deshmukh,MALE,21,AI,4,2021-2022,64.93,5.65,49.76,49.95,62.28,2,4.85,C,HIGH,54.0,0.1343,CRITICAL,0.6228,49.86,0.4,MODERATE,-0.2,0.3147
2023ai070,Varun Deshmukh,MALE,22,AI,5,2022-2023,69.25,5.45,49.4,58.63,55.01,0,5.57,C,HIGH,54.35,0.0767,AT_RISK,0.5501,54.02,0.0,NONE,-0.2,0.3428
2023ece071,Ananya Patel,FEMALE,19,ECE,1,2020-2021,84.52,8.71,95.39,96.61,91.36,0,9.14,O,LOW,94.45,0.0,NORMAL,0.9136,96.0,0.0,NONE,0.0,0.0
2023ece071,Ananya Patel,FEMALE,19,ECE,2,2020-2021,84.64,9.14,94.99,90.4,83.56,0,9.01,O,LOW,89.65,0.0,NORMAL,0.8356,92.7,0.0,NONE,0.43,0.0
2023ece071,Ananya Patel,FEMALE,20,ECE,3,2021-2022,96.33,9.07,100.0,96.24,95.06,0,9.32,O,LOW,97.1,0.0,NORMAL,0.9506,98.12,0.0,NONE,-0.07,0.2307
2023ece071,Ananya Patel,FEMALE,20,ECE,4,2021-2022,88.86,9.16,89.27,100.0,99.95,0,9.51,O,LOW,96.41,0.0,NORMAL,0.9995,94.64,0.0,NONE,0.09,0.2102
2023ece071,Ananya Patel,FEMALE,21,ECE,5,2022-2023,88.41,9.24,96.47,100.0,99.33,0,9.42,O,LOW,98.6,0.0,NORMAL,0.9933,98.24,0.0,NONE,0.08,0.207
2023ece071,Ananya Patel,FEMALE,21,ECE,6,2022-2023,84.35,9.28,96.95,100.0,90.18,0,9.08,O,LOW,95.71,0.0,NORMAL,0.9018,98.48,0.0,NONE,0.04,0.205
2023ece071,Ananya Patel,FEMALE,22,ECE,7,2023-2024,87.3,9.25,96.64,97.38,97.59,0,9.4,O,LOW,97.2,0.0,NORMAL,0.9759,97.01,0.0,NONE,-0.03,0.1956
2023ece072,Pranav Rao,MALE,20,ECE,1,2020-2021,84.32,7.18,74.12,78.75,82.76,0,7.14,A,LOW,78.54,0.0,NORMAL,0.8276,76.44,0.0,NONE,0.0,0.0
2023ece072,Pranav Rao,MALE,20,ECE,2,2020-2021,78.54,7.14,94.14,84.29,84.43,0,7.52,A,LOW,87.62,0.0,NORMAL,0.8443,89.22,0.0,NONE,-0.04,0.0
2023ece072,Pranav Rao,MALE,21,ECE,3,2021-2022,77.67,7.33,82.36,82.71,89.69,0,7.93,A,LOW,84.92,0.0,NORMAL,0.8969,82.54,0.0,NONE,0.19,0.1002
2023ece072,Pranav Rao,MALE,21,ECE,4,2021-2022,76.58,7.53,86.54,88.05,88.98,2,7.85,A,LOW,87.86,0.0,NORMAL,0.8898,87.3,0.4,MODERATE,0.2,0.1767
2023ece072,Pranav Rao,MALE,22,ECE,5,2022-2023,77.85,7.61,80.64,77.96,82.11,0,7.88,A,LOW,80.24,0.0,NORMAL,0.8211,79.3,0.0,NONE,0.08,0.208
2023ece072,Pranav Rao,MALE,22,ECE,6,2022-2023,86.75,7.66,85.49,84.03,84.04,2,7.31,A,LOW,84.52,0.0,NORMAL,0.8404,84.76,0.4,MODERATE,0.05,0.2232
2023ai073,Tanvi Rao,FEMALE,18,AI,1,2020-2021,83.75,5.52,50.62,61.38,69.21,1,5.51,C,HIGH,60.4,0.0,NORMAL,0.6921,56.0,0.2,MODERATE,0.0,0.0
2023ai073,Tanvi Rao,FEMALE,18,AI,2,2020-2021,76.98,5.51,59.3,60.36,65.96,2,4.85,C,HIGH,61.87,0.0,NORMAL,0.6596,59.83,0.4,MODERATE,-0.01,0.0
2023ai073,Tanvi Rao,FEMALE,19,AI,3,2021-2022,86.22,5.18,54.07,61.01,56.95,3,4.77,C,HIGH,57.34,0.0,NORMAL,0.5695,57.54,0.6,SEVERE,-0.33,0.1935
2023ai073,Tanvi Rao,FEMALE,19,AI,4,2021-2022,76.04,5.04,66.56,75.93,52.28,0,5.61,C,HIGH,64.92,0.0,NORMAL,0.5228,71.24,0.0,NONE,-0.14,0.2407
2023ai073,Tanvi Rao,FEMALE,20,AI,5,2022-2023,82.13,5.18,67.52,65.07,55.89,1,5.44,C,HIGH,62.83,0.0,NORMAL,0.5589,66.29,0.2,MODERATE,0.14,0.2167
2023ai073,Tanvi Rao,FEMALE,20,AI,6,2022-2023,94.34,5.24,64.99,70.45,52.63,0,5.42,C,HIGH,62.69,0.0,NORMAL,0.5263,67.72,0.0,NONE,0.06,0.1948
2023civil074,Kavya Deshmukh,FEMALE,18,CIVIL,1,2020-2021,86.64,7.45,86.51,79.74,76.42,1,7.44,A,LOW,80.89,0.0,NORMAL,0.7642,83.12,0.2,MODERATE,0.0,0.0
2023civil074,Kavya Deshmukh,FEMALE,18,CIVIL,2,2020-2021,78.98,7.44,80.85,82.51,75.72,0,7.54,A,LOW,79.69,0.0,NORMAL,0.7572,81.68,0.0,NONE,-0.01,0.0
2023civil074,Kavya Deshmukh,FEMALE,19,CIVIL,3,2021-2022,84.28,7.49,74.21,76.44,88.48,0,7.67,A,LOW,79.71,0.0,NORMAL,0.8848,75.32,0.0,NONE,0.05,0.0265
2023civil074,Kavya Deshmukh,FEMALE,19,CIVIL,4,2021-2022,81.02,7.55,72.57,80.92,77.08,0,7.48,A,LOW,76.86,0.0,NORMAL,0.7708,76.74,0.0,NONE,0.06,0.0499
2023ece075,Karthik Deshmukh,MALE,20,ECE,1,2020-2021,89.87,7.56,88.44,76.31,70.2,0,7.84,A,LOW,78.32,0.0,NORMAL,0.702,82.38,0.0,NONE,0.0,0.0
2023ece075,Karthik Deshmukh,MALE,20,ECE,2,2020-2021,82.61,7.84,85.05,68.48,83.99,0,7.65,A,LOW,79.17,0.0,NORMAL,0.8399,76.76,0.0,NONE,0.28,0.0
2023ece075,Karthik Deshmukh,MALE,21,ECE,3,2021-2022,89.05,7.75,80.77,74.96,77.5,0,7.9,A,LOW,77.74,0.0,NORMAL,0.775,77.86,0.0,NONE,-0.09,0.1429
2023ece075,Karthik Deshmukh,MALE,21,ECE,4,2021-2022,87.32,7.8,84.58,92.93,71.71,0,8.28,A+,LOW,83.07,0.0,NORMAL,0.7171,88.76,0.0,NONE,0.05,0.1239
2023ds076,Divya Sharma,FEMALE,20,DS,1,2020-2021,88.87,7.42,76.32,73.73,81.16,0,7.74,A,LOW,77.07,0.0,NORMAL,0.8116,75.03,0.0,NONE,0.0,0.0
2023ds076,Divya Sharma,FEMALE,20,DS,2,2020-2021,87.15,7.74,90.37,72.6,82.05,2,7.16,A,LOW,81.67,0.0,NORMAL,0.8205,81.48,0.4,MODERATE,0.32,0.0
2023ds076,Divya Sharma,FEMALE,21,DS,3,2021-2022,88.31,7.45,86.23,78.38,69.09,0,7.59,A,LOW,77.9,0.0,NORMAL,0.6909,82.3,0.0,NONE,-0.29,0.1767
2023ds076,Divya Sharma,FEMALE,21,DS,4,2021-2022,87.8,7.5,82.93,87.92,76.75,0,7.91,A,LOW,82.53,0.0,NORMAL,0.7675,85.43,0.0,NONE,0.05,0.1455
2023ds076,Divya Sharma,FEMALE,22,DS,5,2022-2023,90.02,7.6,69.43,82.02,79.59,0,7.63,A,LOW,77.01,0.0,NORMAL,0.7959,75.72,0.0,NONE,0.1,0.1301
2023ds076,Divya Sharma,FEMALE,22,DS,6,2022-2023,85.84,7.61,76.78,75.65,82.28,0,7.49,A,LOW,78.24,0.0,NORMAL,0.8228,76.22,0.0,NONE,0.01,0.1196
2023ds077,Aditya Deshmukh,MALE,20,DS,1,2020-2021,81.71,6.83,73.57,62.6,73.2,0,7.0,A,LOW,69.79,0.0,NORMAL,0.732,68.08,0.0,NONE,0.0,0.0
2023ds077,Aditya Deshmukh,MALE,20,DS,2,2020-2021,78.4,7.0,65.06,76.29,64.97,1,6.59,B,MEDIUM,68.77,0.0,NORMAL,0.6497,70.68,0.2,MODERATE,0.17,0.0
2023ds077,Aditya Deshmukh,MALE,21,DS,3,2021-2022,86.41,6.79,73.45,67.24,66.88,0,7.12,A,LOW,69.19,0.0,NORMAL,0.6688,70.34,0.0,NONE,-0.21,0.1115
2023ds077,Aditya Deshmukh,MALE,21,DS,4,2021-2022,90.76,6.9,74.25,68.89,65.83,0,6.74,B,MEDIUM,69.66,0.0,NORMAL,0.6583,71.57,0.0,NONE,0.11,0.092
2023ds077,Aditya Deshmukh,MALE,22,DS,5,2022-2023,85.15,6.86,70.51,76.41,73.12,1,6.5,B,MEDIUM,73.35,0.0,NORMAL,0.7312,73.46,0.2,MODERATE,-0.04,0.0802
2023ds077,Aditya Deshmukh,MALE,22,DS,6,2022-2023,86.52,6.79,61.64,65.32,71.12,0,7.13,A,LOW,66.03,0.0,NORMAL,0.7112,63.48,0.0,NONE,-0.07,0.0799
2023ds077,Aditya Deshmukh,MALE,23,DS,7,2023-2024,94.0,6.85,70.89,66.15,72.54,1,6.84,B,MEDIUM,69.86,0.0,NORMAL,0.7254,68.52,0.2,MODERATE,0.06,0.073
2023ds077,Aditya Deshmukh,MALE,23,DS,8,2023-2024,79.53,6.85,77.65,68.26,72.36,1,6.9,B,MEDIUM,72.76,0.0,NORMAL,0.7236,72.96,0.2,MODERATE,0.0,0.0677
2023cs078,Vikram Reddy,MALE,20,CS,1,2020-2021,85.63,7.04,70.06,61.33,62.72,0,6.58,B,MEDIUM,64.7,0.0,NORMAL,0.6272,65.69,0.0,NONE,0.0,0.0
2023cs078,Vikram Reddy,MALE,20,CS,2,2020-2021,84.73,6.58,69.22,67.29,73.89,0,6.77,B,MEDIUM,70.13,0.0,NORMAL,0.7389,68.26,0.0,NONE,-0.46,0.0
2023cs078,Vikram Reddy,MALE,21,CS,3,2021-2022,84.68,6.67,57.51,61.74,68.99,0,6.71,B,MEDIUM,62.75,0.0,NORMAL,0.6899,59.62,0.0,NONE,0.09,0.2438
2023cs078,Vikram Reddy,MALE,21,CS,4,2021-2022,79.86,6.69,63.15,54.47,63.73,0,6.62,B,MEDIUM,60.45,0.0,NORMAL,0.6373,58.81,0.0,NONE,0.02,0.2024
2023cs078,Vikram Reddy,MALE,22,CS,5,2022-2023,82.37,6.67,66.09,63.39,65.55,0,6.47,B,MEDIUM,65.01,0.0,NORMAL,0.6555,64.74,0.0,NONE,-0.02,0.1785
2023it079,Rhea Iyer,FEMALE,19,IT,1,2020-2021,84.44,6.95,85.98,86.4,81.28,0,7.11,A,LOW,84.55,0.0,NORMAL,0.8128,86.19,0.0,NONE,0.0,0.0
2023it079,Rhea Iyer,FEMALE,19,IT,2,2020-2021,85.12,7.11,80.12,77.82,87.38,0,7.48,A,LOW,81.77,0.0,NORMAL,0.8738,78.97,0.0,NONE,0.16,0.0
2023it079,Rhea Iyer,FEMALE,20,IT,3,2021-2022,84.06,7.29,86.24,86.64,77.08,0,7.92,A,LOW,83.32,0.0,NORMAL,0.7708,86.44,0.0,NONE,0.18,0.1701
2023it079,Rhea Iyer,FEMALE,20,IT,4,2021-2022,79.95,7.5,79.87,82.94,75.03,2,7.24,A,LOW,79.28,0.0,NORMAL,0.7503,81.4,0.4,MODERATE,0.21,0.2367
2023it079,Rhea Iyer,FEMALE,21,IT,5,2022-2023,73.87,7.44,73.51,72.49,89.47,1,7.27,A,LOW,78.49,0.0151,AT_RISK,0.8947,73.0,0.2,MODERATE,-0.06,0.2288
2023it079,Rhea Iyer,FEMALE,21,IT,6,2022-2023,83.21,7.4,77.95,70.92,78.33,0,7.73,A,LOW,75.73,0.0,NORMAL,0.7833,74.44,0.0,NONE,-0.04,0.2127
2023it079,Rhea Iyer,FEMALE,22,IT,7,2023-2024,75.54,7.46,77.42,81.67,86.42,0,7.99,A,LOW,81.84,0.0,NORMAL,0.8642,79.54,0.0,NONE,0.06,0.2056
2023it079,Rhea Iyer,FEMALE,22,IT,8,2023-2024,81.05,7.53,78.1,72.3,81.84,0,7.68,A,LOW,77.41,0.0,NORMAL,0.8184,75.2,0.0,NONE,0.07,0.206
2023ds080,Rohan Rao,MALE,20,DS,1,2020-2021,89.83,8.38,85.08,92.88,90.29,0,8.61,A+,LOW,89.42,0.0,NORMAL,0.9029,88.98,0.0,NONE,0.0,0.0
2023ds080,Rohan Rao,MALE,20,DS,2,2020-2021,91.22,8.61,89.72,85.56,94.99,0,9.0,O,LOW,90.09,0.0,NORMAL,0.9499,87.64,0.0,NONE,0.23,0.0
2023ds080,Rohan Rao,MALE,21,DS,3,2021-2022,87.44,8.8,85.81,82.41,87.29,0,8.68,A+,LOW,85.17,0.0,NORMAL,0.8729,84.11,0.0,NONE,0.19,0.2103
2023ds080,Rohan Rao,MALE,21,DS,4,2021-2022,89.59,8.76,86.14,85.65,91.57,0,8.8,A+,LOW,87.79,0.0,NORMAL,0.9157,85.9,0.0,NONE,-0.04,0.1902
2023ds080,Rohan Rao,MALE,22,DS,5,2022-2023,93.07,8.77,93.02,88.68,89.18,0,9.2,O,LOW,90.29,0.0,NORMAL,0.8918,90.85,0.0,NONE,0.01,0.175
2023ds080,Rohan Rao,MALE,22,DS,6,2022-2023,100.0,8.86,84.44,97.22,94.59,0,8.78,A+,LOW,92.08,0.0,NORMAL,0.9459,90.83,0.0,NONE,0.09,0.1758
2023ds080,Rohan Rao,MALE,23,DS,7,2023-2024,100.0,8.85,100.0,85.79,85.95,0,9.12,O,LOW,90.58,0.0,NORMAL,0.8595,92.9,0.0,NONE,-0.01,0.1706
2023mech081,Varun Nair,MALE,18,MECH,1,2020-2021,78.01,5.65,71.91,70.65,69.51,1,5.7,C,HIGH,70.69,0.0,NORMAL,0.6951,71.28,0.2,MODERATE,0.0,0.0
2023mech081,Varun Nair,MALE,18,MECH,2,2020-2021,83.22,5.7,76.67,68.28,67.34,3,5.18,C,HIGH,70.76,0.0,NORMAL,0.6734,72.47,0.6,SEVERE,0.05,0.0
2023mech081,Varun Nair,MALE,19,MECH,3,2021-2022,83.19,5.44,74.14,70.33,73.18,1,5.85,C,HIGH,72.55,0.0,NORMAL,0.7318,72.24,0.2,MODERATE,-0.26,0.138
2023mech081,Varun Nair,MALE,19,MECH,4,2021-2022,85.49,5.58,65.64,71.62,66.68,2,5.61,C,HIGH,67.98,0.0,NORMAL,0.6668,68.63,0.4,MODERATE,0.14,0.113
2023mech081,Varun Nair,MALE,20,MECH,5,2022-2023,83.86,5.58,72.02,77.77,65.37,1,5.62,C,HIGH,71.72,0.0,NORMAL,0.6537,74.9,0.2,MODERATE,0.0,0.098
2023it082,Karthik Deshmukh,MALE,19,IT,1,2020-2021,96.51,7.01,74.96,58.92,69.79,0,6.83,B,MEDIUM,67.89,0.0,NORMAL,0.6979,66.94,0.0,NONE,0.0,0.0
2023it082,Karthik Deshmukh,MALE,19,IT,2,2020-2021,91.23,6.83,68.77,65.6,62.42,0,6.57,B,MEDIUM,65.6,0.0,NORMAL,0.6242,67.18,0.0,NONE,-0.18,0.0
2023it082,Karthik Deshmukh,MALE,20,IT,3,2021-2022,87.17,6.7,62.35,66.93,62.76,0,6.71,B,MEDIUM,64.01,0.0,NORMAL,0.6276,64.64,0.0,NONE,-0.13,0.1557
2023it082,Karthik Deshmukh,MALE,20,IT,4,2021-2022,97.45,6.7,64.19,69.11,68.84,0,6.82,B,MEDIUM,67.38,0.0,NORMAL,0.6884,66.65,0.0,NONE,0.0,0.1467
2023cs083,Tanvi Chopra,FEMALE,19,CS,1,2020-2021,88.25,7.38,88.2,86.64,77.63,2,7.44,A,LOW,84.16,0.0,NORMAL,0.7763,87.42,0.4,MODERATE,0.0,0.0
2023cs083,Tanvi Chopra,FEMALE,19,CS,2,2020-2021,91.35,7.44,79.09,83.9,87.24,0,7.77,A,LOW,83.41,0.0,NORMAL,0.8724,81.5,0.0,NONE,0.06,0.0
2023cs083,Tanvi Chopra,FEMALE,20,CS,3,2021-2022,91.93,7.61,97.77,78.88,76.92,0,7.98,A,LOW,84.52,0.0,NORMAL,0.7692,88.32,0.0,NONE,0.17,0.1193
2023cs083,Tanvi Chopra,FEMALE,20,CS,4,2021-2022,90.37,7.73,82.13,92.23,77.13,0,8.1,A+,LOW,83.83,0.0,NORMAL,0.7713,87.18,0.0,NONE,0.12,0.1598
2023eee084,Nikhil Singireddy,MALE,18,EEE,1,2020-2021,73.75,7.58,80.61,82.25,66.74,0,7.46,A,LOW,76.53,0.0167,AT_RISK,0.6674,81.43,0.0,NONE,0.0,0.0
2023eee084,Nikhil Singireddy,MALE,18,EEE,2,2020-2021,79.07,7.46,67.7,69.75,70.7,0,6.87,B,MEDIUM,69.38,0.0,NORMAL,0.707,68.72,0.0,NONE,-0.12,0.0
2023eee084,Nikhil Singireddy,MALE,19,EEE,3,2021-2022,75.02,7.17,65.61,66.79,77.79,0,6.88,B,MEDIUM,70.06,0.0,NORMAL,0.7779,66.2,0.0,NONE,-0.29,0.2108
2023eee084,Nikhil Singireddy,MALE,19,EEE,4,2021-2022,77.79,7.07,67.8,67.8,74.52,0,7.13,A,LOW,70.04,0.0,NORMAL,0.7452,67.8,0.0,NONE,-0.1,0.2396
2023eee084,Nikhil Singireddy,MALE,20,EEE,5,2022-2023,76.27,7.08,75.01,67.21,67.51,0,6.82,B,MEDIUM,69.91,0.0,NORMAL,0.6751,71.11,0.0,NONE,0.01,0.2336
2023eee084,Nikhil Singireddy,MALE,20,EEE,6,2022-2023,70.14,7.03,86.62,76.4,63.82,0,6.93,B,MEDIUM,75.61,0.0648,AT_RISK,0.6382,81.51,0.0,NONE,-0.05,0.2311
2023eee084,Nikhil Singireddy,MALE,21,EEE,7,2023-2024,74.82,7.01,71.94,71.95,69.3,0,7.02,A,LOW,71.06,0.0024,AT_RISK,0.693,71.94,0.0,NONE,-0.02,0.227
2023cs085,Divya Sharma,FEMALE,18,CS,1,2020-2021,89.5,7.87,72.22,58.39,70.87,0,7.25,A,LOW,67.16,0.0,NORMAL,0.7087,65.31,0.0,NONE,0.0,0.0
2023cs085,Divya Sharma,FEMALE,18,CS,2,2020-2021,88.25,7.25,89.29,73.59,70.45,0,7.62,A,LOW,77.78,0.0,NORMAL,0.7045,81.44,0.0,NONE,-0.62,0.0
2023cs085,Divya Sharma,FEMALE,19,CS,3,2021-2022,88.84,7.44,73.59,74.71,82.3,0,7.33,A,LOW,76.87,0.0,NORMAL,0.823,74.15,0.0,NONE,0.19,0.3176
2023cs085,Divya Sharma,FEMALE,19,CS,4,2021-2022,88.17,7.4,65.19,74.08,67.43,0,7.11,A,LOW,68.9,0.0,NORMAL,0.6743,69.63,0.0,NONE,-0.04,0.2662
2023cs085,Divya Sharma,FEMALE,20,CS,5,2022-2023,84.46,7.33,76.28,75.94,65.79,0,7.29,A,LOW,72.67,0.0,NORMAL,0.6579,76.11,0.0,NONE,-0.07,0.2414
2023ai086,Aarav Verma,MALE,20,AI,1,2020-2021,78.59,7.33,60.41,66.66,66.61,1,7.22,A,LOW,64.56,0.0,NORMAL,0.6661,63.54,0.2,MODERATE,0.0,0.0
2023ai086,Aarav Verma,MALE,20,AI,2,2020-2021,82.78,7.22,59.51,64.38,73.26,0,7.41,A,LOW,65.72,0.0,NORMAL,0.7326,61.94,0.0,NONE,-0.11,0.0
2023ai086,Aarav Verma,MALE,21,AI,3,2021-2022,74.33,7.31,56.3,78.81,70.1,0,6.96,B,MEDIUM,68.4,0.0089,AT_RISK,0.701,67.56,0.0,NONE,0.09,0.0586
2023ai086,Aarav Verma,MALE,21,AI,4,2021-2022,82.44,7.2,51.58,67.41,69.79,0,7.05,A,LOW,62.93,0.0,NORMAL,0.6979,59.5,0.0,NONE,-0.11,0.0645
2023ai086,Aarav Verma,MALE,22,AI,5,2022-2023,75.87,7.16,67.72,61.65,69.43,0,6.78,B,MEDIUM,66.27,0.0,NORMAL,0.6943,64.68,0.0,NONE,-0.04,0.073
